Transaction_ID,Customer_ID,Monthly_Expenditure,Income_Level,Spending_Category,Saving_Behavior,Credit_Score,Loan_Status,Loan_Amount,Customer_Feedback,Complaint_Type,Transaction_Channel,Location,Time_Of_Day,sentiment_score,sentiment_label,dominant_topic,topic_name,Income_encoded,Saving_encoded,Loan_encoded,Time_encoded,Channel_encoded,cluster_kmeans,cluster_dbscan,cluster_hierarchical,cluster_gmm,cluster_final,cluster_name
2063,95657,121116.29,High,Utilities,Poor,682.0,No Loan,0.0,Customer service is slow to respond,Technical Issue,Web,Enugu,Morning,0.0,Neutral,3,General_Feedback,4,0,0,2,3,3,-1,0,2,0,Segment 0
2064,86704,183932.31,Middle,Health,Average,739.0,No Loan,1284327.27,Loan process takes too long,No_Complaint,USSD,Kaduna,Evening,0.0,Neutral,0,Technical_Issues,2,1,0,1,2,1,-1,0,1,0,Segment 0
2065,16719,135457.99,Low,Education,Good,480.0,No Loan,0.0,Loan process takes too long,General Feedback,POS,Abuja,Morning,0.0,Neutral,0,Technical_Issues,0,2,0,2,1,1,-1,0,1,0,Segment 0
2066,41284,97411.11,High,Online Shopping,Average,670.0,No Loan,0.0,The service is excellent,General Feedback,Mobile App,Enugu,Evening,0.5719,Positive,3,General_Feedback,4,1,0,1,0,1,-1,3,0,3,Segment 3
2067,98133,102327.59,Lower-Middle,Groceries,Good,579.0,No Loan,0.0,Loan process takes too long,No_Complaint,Web,Lagos,Morning,0.0,Neutral,0,Technical_Issues,1,2,0,2,3,1,-1,0,2,0,Segment 0
2068,36563,130426.78,Upper-Middle,Groceries,Good,507.0,Active Loan,0.0,Loan process takes too long,General Feedback,POS,Abuja,Morning,0.0,Neutral,0,Technical_Issues,3,2,1,2,1,1,-1,0,1,0,Segment 0
2069,29654,245484.09,Middle,Education,Average,523.0,No Loan,4736580.67,App keeps crashing during payments,General Feedback,USSD,Ibadan,Afternoon,0.0,Neutral,2,Charges_Complaints,2,1,0,0,2,1,-1,0,1,0,Segment 0
2070,75463,151049.15,Low,Online Shopping,Good,494.0,Active Loan,3334848.86,I don't understand my loan deductions,Charges Issue,Web,Port Harcourt,Afternoon,0.0,Neutral,1,Loan_Concerns,0,2,1,0,3,1,-1,3,0,3,Segment 3
2071,36563,113257.61,Middle,Rent,Poor,691.0,No Loan,0.0,Overall experience is great,No_Complaint,Mobile App,Kaduna,Evening,0.6249,Positive,2,Charges_Complaints,2,0,0,1,0,1,12,0,2,0,Segment 0
2072,86816,76334.59,Lower-Middle,Entertainment,Poor,592.0,No Loan,0.0,The service is excellent,Charges Issue,Web,Ibadan,Afternoon,0.5719,Positive,3,General_Feedback,1,0,0,0,3,3,-1,0,3,0,Segment 0
2073,19575,147514.41,Low,Entertainment,Good,632.0,Active Loan,0.0,The interface is confusing,No_Complaint,Mobile App,Port Harcourt,Evening,-0.2263,Negative,3,General_Feedback,0,2,1,1,0,3,-1,0,3,0,Segment 0
2074,98624,117534.95,Low,Transport,Average,464.0,Active Loan,3921019.6,I need better support,General Feedback,Web,Lagos,Afternoon,0.6808,Positive,2,Charges_Complaints,0,1,1,0,3,1,-1,0,0,0,Segment 0
2075,78005,20000.0,High,Utilities,Poor,643.0,No Loan,0.0,Charges are confusing and unclear,Technical Issue,Mobile App,Lagos,Morning,-0.6124,Negative,3,General_Feedback,4,0,0,2,0,3,-1,0,2,0,Segment 0
2076,88234,180965.24,Lower-Middle,Entertainment,Good,502.0,No Loan,4679246.18,Overall experience is great,Technical Issue,POS,Kaduna,Afternoon,0.6249,Positive,2,Charges_Complaints,1,2,0,0,1,3,-1,0,3,0,Segment 0
2077,47297,196578.82,Middle,Utilities,Average,577.0,No Loan,0.0,I don't understand my loan deductions,No_Complaint,POS,Abuja,Evening,0.0,Neutral,1,Loan_Concerns,2,1,0,1,1,1,21,0,1,0,Segment 0
2078,90471,181988.43,Lower-Middle,Online Shopping,Good,449.0,Default Risk,3592772.24,Customer service is slow to respond,No_Complaint,Mobile App,Abuja,Afternoon,0.0,Neutral,3,General_Feedback,1,2,2,0,0,1,-1,3,0,3,Segment 3
2079,86516,259946.53,Middle,Transport,Poor,654.0,Active Loan,0.0,Charges are confusing and unclear,General Feedback,Mobile App,Ibadan,Afternoon,-0.6124,Negative,3,General_Feedback,2,0,1,0,0,1,-1,0,0,0,Segment 0
2080,37979,174709.11,Low,Health,Average,427.0,Active Loan,317677.96,Overall experience is great,General Feedback,Web,Enugu,Night,0.6249,Positive,2,Charges_Complaints,0,1,1,3,3,1,-1,0,2,0,Segment 0
2081,94367,131772.78,Low,Online Shopping,Average,466.0,Active Loan,0.0,Payment failed multiple times,Technical Issue,Mobile App,Lagos,Evening,-0.5106,Negative,1,Loan_Concerns,0,1,1,1,0,3,-1,3,0,3,Segment 3
2082,32565,183439.35,Middle,Education,Poor,571.0,No Loan,866293.42,The service is excellent,General Feedback,POS,Kaduna,Evening,0.5719,Positive,3,General_Feedback,2,0,0,1,1,1,0,0,1,0,Segment 0
2083,66022,200080.07,Lower-Middle,Groceries,Poor,498.0,No Loan,0.0,Transaction was fast and smooth,Technical Issue,Web,Ibadan,Evening,0.0,Neutral,1,Loan_Concerns,1,0,0,1,3,3,-1,0,1,0,Segment 0
2084,67206,144912.9,Middle,Education,Average,766.0,Active Loan,0.0,Overall experience is great,Technical Issue,Web,Port Harcourt,Night,0.6249,Positive,2,Charges_Complaints,2,1,1,3,3,3,-1,0,1,0,Segment 0
2085,23325,166424.67,Middle,Health,Average,578.0,No Loan,1939262.67,The interface is confusing,Technical Issue,USSD,Enugu,Afternoon,-0.2263,Negative,3,General_Feedback,2,1,0,0,2,3,-1,0,2,0,Segment 0
2086,84904,143584.45,Lower-Middle,Online Shopping,Average,713.0,Active Loan,1188653.81,Customer service is slow to respond,General Feedback,Web,Port Harcourt,Evening,0.0,Neutral,3,General_Feedback,1,1,1,1,3,1,-1,3,0,3,Segment 3
2087,64389,233049.0,Low,Transport,Average,616.0,Default Risk,3799202.91,Loan process takes too long,Charges Issue,USSD,Port Harcourt,Evening,0.0,Neutral,0,Technical_Issues,0,1,2,1,2,1,-1,0,0,0,Segment 0
2088,92435,227147.26,Lower-Middle,Online Shopping,Good,583.0,No Loan,1458922.08,Overall experience is great,Charges Issue,POS,Kano,Evening,0.6249,Positive,2,Charges_Complaints,1,2,0,1,1,1,-1,3,0,3,Segment 3
2089,24116,136784.23,Low,Savings Deposit,Poor,563.0,Default Risk,0.0,Very satisfied with the platform,Charges Issue,Web,Ibadan,Afternoon,0.4754,Positive,3,General_Feedback,0,0,2,0,3,2,-1,2,1,2,Digital-First
2090,75577,103519.03,Middle,Entertainment,Good,553.0,No Loan,0.0,Customer service is slow to respond,Technical Issue,USSD,Port Harcourt,Morning,0.0,Neutral,3,General_Feedback,2,2,0,2,2,3,-1,0,3,0,Segment 0
2091,18465,144755.49,Low,Online Shopping,Good,645.0,No Loan,3208111.88,The interface is confusing,No_Complaint,Web,Enugu,Morning,-0.2263,Negative,3,General_Feedback,0,2,0,2,3,1,13,3,0,3,Segment 3
2092,65306,51189.25,Low,Rent,Poor,464.0,Active Loan,1231406.71,I don't understand my loan deductions,General Feedback,Web,Lagos,Night,0.0,Neutral,1,Loan_Concerns,0,0,1,3,3,1,-1,0,2,0,Segment 0
2093,60889,196901.16,Lower-Middle,Savings Deposit,Average,598.0,Default Risk,2191891.69,I don't understand my loan deductions,General Feedback,POS,Abuja,Evening,0.0,Neutral,1,Loan_Concerns,1,1,2,1,1,2,-1,2,1,2,Digital-First
2094,10400,203869.04,Lower-Middle,Utilities,Average,737.0,No Loan,818561.89,The interface is confusing,General Feedback,POS,Abuja,Evening,-0.2263,Negative,3,General_Feedback,1,1,0,1,1,1,19,0,1,0,Segment 0
2095,76317,88947.34,Upper-Middle,Health,Average,505.0,Active Loan,2257449.58,Charges are confusing and unclear,General Feedback,Mobile App,Kaduna,Afternoon,-0.6124,Negative,3,General_Feedback,3,1,1,0,0,1,-1,0,1,0,Segment 0
2096,61664,201484.09,Middle,Entertainment,Average,480.0,Default Risk,2777667.89,I need better support,No_Complaint,Web,Kano,Night,0.6808,Positive,2,Charges_Complaints,2,1,2,3,3,3,-1,0,3,0,Segment 0
2097,84053,137226.19,Upper-Middle,Health,Good,567.0,No Loan,1340034.06,Overall experience is great,Technical Issue,USSD,Port Harcourt,Night,0.6249,Positive,2,Charges_Complaints,3,2,0,3,2,3,-1,0,1,0,Segment 0
2098,78975,263669.54,Lower-Middle,Rent,Good,533.0,Active Loan,0.0,Charges are confusing and unclear,Charges Issue,POS,Port Harcourt,Morning,-0.6124,Negative,3,General_Feedback,1,2,1,2,1,1,-1,0,2,0,Segment 0
2099,14851,291871.52,Low,Health,Good,716.0,Default Risk,0.0,I don't understand my loan deductions,No_Complaint,USSD,Abuja,Evening,0.0,Neutral,1,Loan_Concerns,0,2,2,1,2,1,-1,0,1,0,Segment 0
2100,95165,137166.06,Middle,Entertainment,Good,672.0,Active Loan,2306839.47,I need better support,Charges Issue,Web,Lagos,Evening,0.6808,Positive,2,Charges_Complaints,2,2,1,1,3,3,-1,0,3,0,Segment 0
2101,83962,59282.19,Lower-Middle,Online Shopping,Good,619.0,Active Loan,1193445.24,The interface is confusing,Charges Issue,USSD,Ibadan,Morning,-0.2263,Negative,3,General_Feedback,1,2,1,2,2,1,-1,3,0,3,Segment 3
2102,74796,227203.49,Middle,Education,Good,688.0,Active Loan,1510753.28,Very satisfied with the platform,Charges Issue,Web,Kano,Night,0.4754,Positive,3,General_Feedback,2,2,1,3,3,1,-1,0,1,0,Segment 0
2103,26308,256957.94,Low,Groceries,Poor,511.0,Default Risk,1900376.24,The interface is confusing,Technical Issue,Web,Port Harcourt,Morning,-0.2263,Negative,3,General_Feedback,0,0,2,2,3,3,-1,0,1,0,Segment 0
2104,73932,197345.26,Upper-Middle,Rent,Average,485.0,No Loan,2789309.32,Charges are confusing and unclear,Technical Issue,Web,Ibadan,Afternoon,-0.6124,Negative,3,General_Feedback,3,1,0,0,3,3,-1,0,2,0,Segment 0
2105,22388,152474.55,Lower-Middle,Savings Deposit,Average,580.0,Active Loan,0.0,Transaction was fast and smooth,Technical Issue,Web,Kaduna,Afternoon,0.0,Neutral,1,Loan_Concerns,1,1,1,0,3,2,-1,2,1,2,Digital-First
2106,70894,217857.77,Lower-Middle,Online Shopping,Good,598.0,No Loan,0.0,Customer service is slow to respond,General Feedback,Web,Port Harcourt,Afternoon,0.0,Neutral,3,General_Feedback,1,2,0,0,3,1,-1,3,0,3,Segment 3
2107,71119,82185.92,Middle,Groceries,Average,701.0,No Loan,0.0,Charges are confusing and unclear,No_Complaint,USSD,Lagos,Morning,-0.6124,Negative,3,General_Feedback,2,1,0,2,2,1,-1,0,2,0,Segment 0
2108,65851,216299.52,Low,Savings Deposit,Good,772.0,No Loan,0.0,Payment failed multiple times,No_Complaint,USSD,Lagos,Night,-0.5106,Negative,1,Loan_Concerns,0,2,0,3,2,2,-1,2,2,2,Digital-First
2109,60857,107707.11,Middle,Health,Poor,649.0,No Loan,2008466.34,Loan process takes too long,Charges Issue,Web,Kaduna,Evening,0.0,Neutral,0,Technical_Issues,2,0,0,1,3,1,-1,0,1,0,Segment 0
2110,27871,138718.56,Upper-Middle,Savings Deposit,Poor,604.0,No Loan,0.0,The service is excellent,No_Complaint,Web,Lagos,Night,0.5719,Positive,3,General_Feedback,3,0,0,3,3,2,-1,2,2,2,Digital-First
2111,60791,228092.55,Lower-Middle,Utilities,Poor,683.0,Default Risk,0.0,Charges are confusing and unclear,General Feedback,USSD,Lagos,Evening,-0.6124,Negative,3,General_Feedback,1,0,2,1,2,1,-1,0,2,0,Segment 0
2112,33167,226153.05,Lower-Middle,Utilities,Average,697.0,No Loan,0.0,App keeps crashing during payments,No_Complaint,Mobile App,Kaduna,Night,0.0,Neutral,2,Charges_Complaints,1,1,0,3,0,1,23,0,1,0,Segment 0
2113,96504,141235.49,Middle,Online Shopping,Good,740.0,Active Loan,0.0,App keeps crashing during payments,No_Complaint,POS,Kano,Evening,0.0,Neutral,2,Charges_Complaints,2,2,1,1,1,1,-1,3,0,3,Segment 3
2114,15525,111707.19,Upper-Middle,Transport,Poor,490.0,No Loan,0.0,Loan process takes too long,No_Complaint,USSD,Kaduna,Night,0.0,Neutral,0,Technical_Issues,3,0,0,3,2,1,-1,0,0,0,Segment 0
2115,71246,158415.29,Lower-Middle,Utilities,Good,674.0,Active Loan,4972240.5,Charges are confusing and unclear,Charges Issue,Mobile App,Ibadan,Evening,-0.6124,Negative,3,General_Feedback,1,2,1,1,0,1,-1,0,1,0,Segment 0
2116,82265,96809.95,Low,Utilities,Good,538.0,No Loan,0.0,The service is excellent,Charges Issue,Mobile App,Lagos,Afternoon,0.5719,Positive,3,General_Feedback,0,2,0,0,0,1,-1,0,2,0,Segment 0
2117,28390,222763.63,Middle,Health,Good,731.0,Active Loan,0.0,Payment failed multiple times,No_Complaint,Web,Abuja,Night,-0.5106,Negative,1,Loan_Concerns,2,2,1,3,3,1,15,0,1,0,Segment 0
2118,27456,109817.15,Upper-Middle,Online Shopping,Good,694.0,Active Loan,0.0,App keeps crashing during payments,Charges Issue,USSD,Enugu,Night,0.0,Neutral,2,Charges_Complaints,3,2,1,3,2,1,-1,3,0,3,Segment 3
2119,86388,89423.37,Low,Online Shopping,Average,472.0,No Loan,0.0,Loan process takes too long,General Feedback,USSD,Abuja,Night,0.0,Neutral,0,Technical_Issues,0,1,0,3,2,1,-1,3,0,3,Segment 3
2120,95897,202603.23,Low,Online Shopping,Average,482.0,No Loan,384809.92,I need better support,No_Complaint,Web,Ibadan,Evening,0.6808,Positive,2,Charges_Complaints,0,1,0,1,3,1,-1,3,0,3,Segment 3
2121,74972,171483.44,Upper-Middle,Education,Average,603.0,Default Risk,1399061.58,App keeps crashing during payments,General Feedback,POS,Kano,Night,0.0,Neutral,2,Charges_Complaints,3,1,2,3,1,1,-1,0,1,0,Segment 0
2122,85704,113766.76,Middle,Rent,Average,606.0,Active Loan,0.0,Loan process takes too long,Technical Issue,Web,Kaduna,Evening,0.0,Neutral,0,Technical_Issues,2,1,1,1,3,3,-1,0,2,0,Segment 0
2123,70000,117702.43,Low,Rent,Poor,720.0,No Loan,2180669.71,The service is excellent,General Feedback,Mobile App,Ibadan,Morning,0.5719,Positive,3,General_Feedback,0,0,0,2,0,1,-1,0,2,0,Segment 0
2124,36053,137037.58,Low,Online Shopping,Good,737.0,Default Risk,0.0,I don't understand my loan deductions,Loan Issue,USSD,Kaduna,Morning,0.0,Neutral,1,Loan_Concerns,0,2,2,2,2,0,-1,1,0,1,Digital-First
2125,12603,95786.71,Upper-Middle,Utilities,Good,763.0,Active Loan,3579723.55,Very satisfied with the platform,Charges Issue,Web,Abuja,Morning,0.4754,Positive,3,General_Feedback,3,2,1,2,3,1,-1,0,1,0,Segment 0
2126,82418,160562.11,Low,Groceries,Good,642.0,No Loan,2839485.98,App keeps crashing during payments,General Feedback,USSD,Enugu,Evening,0.0,Neutral,2,Charges_Complaints,0,2,0,1,2,1,-1,0,2,0,Segment 0
2127,99904,137917.74,Lower-Middle,Entertainment,Poor,567.0,No Loan,4996312.49,Transaction was fast and smooth,Technical Issue,Mobile App,Abuja,Night,0.0,Neutral,1,Loan_Concerns,1,0,0,3,0,3,-1,0,3,0,Segment 0
2128,57969,51587.01,Middle,Groceries,Good,535.0,No Loan,0.0,The service is excellent,Technical Issue,Web,Lagos,Night,0.5719,Positive,3,General_Feedback,2,2,0,3,3,3,-1,0,2,0,Segment 0
2129,96163,125026.73,Upper-Middle,Education,Poor,621.0,Active Loan,0.0,Charges are confusing and unclear,General Feedback,Web,Ibadan,Afternoon,-0.6124,Negative,3,General_Feedback,3,0,1,0,3,1,-1,0,1,0,Segment 0
2130,30993,235662.04,Middle,Utilities,Poor,619.0,No Loan,0.0,Charges are confusing and unclear,General Feedback,Mobile App,Kano,Night,-0.6124,Negative,3,General_Feedback,2,0,0,3,0,1,-1,0,1,0,Segment 0
2131,10151,94249.67,Lower-Middle,Transport,Good,586.0,Default Risk,0.0,The service is excellent,Technical Issue,POS,Port Harcourt,Night,0.5719,Positive,3,General_Feedback,1,2,2,3,1,3,-1,0,0,0,Segment 0
2132,71009,114510.72,Lower-Middle,Groceries,Poor,553.0,No Loan,0.0,Loan process takes too long,Technical Issue,USSD,Ibadan,Night,0.0,Neutral,0,Technical_Issues,1,0,0,3,2,3,-1,0,1,0,Segment 0
2133,78873,125935.55,Low,Health,Average,481.0,Active Loan,0.0,Very satisfied with the platform,Loan Issue,USSD,Kaduna,Night,0.4754,Positive,3,General_Feedback,0,1,1,3,2,0,-1,1,1,1,Digital-First
2134,54703,143536.92,Lower-Middle,Utilities,Average,666.0,No Loan,0.0,I need better support,No_Complaint,USSD,Kano,Evening,0.6808,Positive,2,Charges_Complaints,1,1,0,1,2,1,9,0,1,0,Segment 0
2135,58971,67133.83,Low,Savings Deposit,Poor,693.0,Active Loan,0.0,I need better support,General Feedback,USSD,Kaduna,Night,0.6808,Positive,2,Charges_Complaints,0,0,1,3,2,2,-1,2,1,2,Digital-First
2136,60497,102903.14,High,Rent,Poor,716.0,No Loan,0.0,Very satisfied with the platform,No_Complaint,Web,Enugu,Morning,0.4754,Positive,3,General_Feedback,4,0,0,2,3,1,-1,0,2,0,Segment 0
2137,33300,138481.68,Middle,Health,Average,568.0,No Loan,493727.91,Transaction was fast and smooth,Loan Issue,POS,Ibadan,Afternoon,0.0,Neutral,1,Loan_Concerns,2,1,0,0,1,0,-1,1,1,1,Digital-First
2138,75119,187205.84,Middle,Transport,Average,463.0,No Loan,0.0,The service is excellent,Technical Issue,Mobile App,Ibadan,Morning,0.5719,Positive,3,General_Feedback,2,1,0,2,0,3,-1,0,0,0,Segment 0
2139,80490,180258.31,Low,Transport,Poor,438.0,Default Risk,0.0,The service is excellent,General Feedback,Mobile App,Kano,Night,0.5719,Positive,3,General_Feedback,0,0,2,3,0,1,-1,0,0,0,Segment 0
2140,68954,164654.86,Low,Education,Poor,607.0,No Loan,2861747.3,Very satisfied with the platform,General Feedback,USSD,Enugu,Morning,0.4754,Positive,3,General_Feedback,0,0,0,2,2,1,10,0,2,0,Segment 0
2141,73579,164956.44,Middle,Utilities,Average,659.0,Default Risk,0.0,App keeps crashing during payments,General Feedback,Mobile App,Abuja,Night,0.0,Neutral,2,Charges_Complaints,2,1,2,3,0,1,-1,0,1,0,Segment 0
2142,36811,91742.56,Middle,Health,Average,729.0,Active Loan,0.0,Transaction was fast and smooth,No_Complaint,Web,Port Harcourt,Night,0.0,Neutral,1,Loan_Concerns,2,1,1,3,3,1,27,0,1,0,Segment 0
2143,47842,34891.07,Middle,Health,Average,715.0,Active Loan,0.0,I need better support,General Feedback,USSD,Kaduna,Morning,0.6808,Positive,2,Charges_Complaints,2,1,1,2,2,1,-1,0,1,0,Segment 0
2144,94364,65173.02,Upper-Middle,Entertainment,Good,586.0,Active Loan,0.0,App keeps crashing during payments,General Feedback,Web,Kaduna,Morning,0.0,Neutral,2,Charges_Complaints,3,2,1,2,3,3,-1,0,3,0,Segment 0
2145,52960,171250.89,Middle,Utilities,Average,691.0,Active Loan,0.0,The service is excellent,General Feedback,Web,Abuja,Evening,0.5719,Positive,3,General_Feedback,2,1,1,1,3,1,19,0,1,0,Segment 0
2146,63852,178444.46,Middle,Savings Deposit,Average,842.0,No Loan,960179.55,Charges are confusing and unclear,Technical Issue,Web,Enugu,Afternoon,-0.6124,Negative,3,General_Feedback,2,1,0,0,3,2,-1,2,2,2,Digital-First
2147,35914,91263.18,Middle,Transport,Good,609.0,No Loan,0.0,The service is excellent,General Feedback,POS,Kano,Afternoon,0.5719,Positive,3,General_Feedback,2,2,0,0,1,1,-1,0,0,0,Segment 0
2148,14269,250370.12,Middle,Groceries,Poor,515.0,No Loan,0.0,The service is excellent,No_Complaint,POS,Ibadan,Night,0.5719,Positive,3,General_Feedback,2,0,0,3,1,1,-1,0,1,0,Segment 0
2149,57826,248333.37,Upper-Middle,Utilities,Average,675.0,No Loan,4861042.59,Payment failed multiple times,General Feedback,Web,Enugu,Afternoon,-0.5106,Negative,1,Loan_Concerns,3,1,0,0,3,1,-1,0,2,0,Segment 0
2150,50728,98159.76,Middle,Rent,Average,695.0,Active Loan,4335417.35,Overall experience is great,General Feedback,POS,Kano,Evening,0.6249,Positive,2,Charges_Complaints,2,1,1,1,1,1,-1,0,2,0,Segment 0
2151,89855,155531.99,Middle,Entertainment,Good,544.0,Active Loan,1524384.32,The interface is confusing,Technical Issue,POS,Lagos,Evening,-0.2263,Negative,3,General_Feedback,2,2,1,1,1,3,-1,0,3,0,Segment 0
2152,33223,214549.41,Middle,Utilities,Poor,743.0,Active Loan,0.0,App keeps crashing during payments,Technical Issue,Mobile App,Kaduna,Afternoon,0.0,Neutral,2,Charges_Complaints,2,0,1,0,0,3,-1,0,1,0,Segment 0
2153,70269,239476.2,Middle,Utilities,Poor,608.0,No Loan,0.0,Customer service is slow to respond,No_Complaint,Mobile App,Abuja,Evening,0.0,Neutral,3,General_Feedback,2,0,0,1,0,1,21,0,1,0,Segment 0
2154,39427,163618.73,Middle,Health,Poor,785.0,Active Loan,0.0,Overall experience is great,Charges Issue,Mobile App,Abuja,Morning,0.6249,Positive,2,Charges_Complaints,2,0,1,2,0,1,-1,0,1,0,Segment 0
2155,67636,120990.8,Upper-Middle,Online Shopping,Poor,643.0,No Loan,1557245.5,Transaction was fast and smooth,Technical Issue,Mobile App,Port Harcourt,Morning,0.0,Neutral,1,Loan_Concerns,3,0,0,2,0,3,-1,3,0,3,Segment 3
2156,48138,185057.69,Low,Education,Good,597.0,Active Loan,0.0,I don't understand my loan deductions,General Feedback,Mobile App,Kano,Afternoon,0.0,Neutral,1,Loan_Concerns,0,2,1,0,0,1,-1,0,1,0,Segment 0
2157,73518,180636.63,Lower-Middle,Entertainment,Poor,552.0,Active Loan,0.0,Loan process takes too long,Charges Issue,Web,Port Harcourt,Afternoon,0.0,Neutral,0,Technical_Issues,1,0,1,0,3,3,-1,0,3,0,Segment 0
2158,84757,253405.9,Lower-Middle,Rent,Poor,571.0,No Loan,0.0,Overall experience is great,No_Complaint,USSD,Enugu,Afternoon,0.6249,Positive,2,Charges_Complaints,1,0,0,0,2,1,-1,0,2,0,Segment 0
2159,47210,196176.56,Lower-Middle,Online Shopping,Good,707.0,Active Loan,0.0,I need better support,Technical Issue,USSD,Port Harcourt,Night,0.6808,Positive,2,Charges_Complaints,1,2,1,3,2,3,-1,3,0,3,Segment 3
2160,56026,179959.46,Lower-Middle,Entertainment,Good,566.0,Active Loan,73850.71,Very satisfied with the platform,General Feedback,Mobile App,Kaduna,Morning,0.4754,Positive,3,General_Feedback,1,2,1,2,0,3,-1,0,3,0,Segment 0
2161,54358,147824.23,Low,Health,Good,582.0,No Loan,2506216.25,Customer service is slow to respond,No_Complaint,Mobile App,Ibadan,Morning,0.0,Neutral,3,General_Feedback,0,2,0,2,0,1,22,0,1,0,Segment 0
2162,31157,182261.15,Lower-Middle,Health,Poor,687.0,Active Loan,1347546.83,Loan process takes too long,No_Complaint,Mobile App,Abuja,Afternoon,0.0,Neutral,0,Technical_Issues,1,0,1,0,0,1,-1,0,1,0,Segment 0
2163,33511,20504.24,Middle,Savings Deposit,Good,573.0,No Loan,0.0,Customer service is slow to respond,No_Complaint,Web,Abuja,Afternoon,0.0,Neutral,3,General_Feedback,2,2,0,0,3,2,-1,2,1,2,Digital-First
2164,99178,165945.35,Lower-Middle,Online Shopping,Poor,686.0,No Loan,0.0,I need better support,No_Complaint,USSD,Port Harcourt,Morning,0.6808,Positive,2,Charges_Complaints,1,0,0,2,2,1,-1,3,0,3,Segment 3
2165,52454,188750.53,Middle,Rent,Good,649.0,No Loan,548386.85,Charges are confusing and unclear,No_Complaint,POS,Ibadan,Evening,-0.6124,Negative,3,General_Feedback,2,2,0,1,1,1,-1,0,2,0,Segment 0
2166,67474,53871.31,Low,Transport,Average,564.0,Default Risk,0.0,Very satisfied with the platform,Technical Issue,Web,Abuja,Evening,0.4754,Positive,3,General_Feedback,0,1,2,1,3,3,-1,0,0,0,Segment 0
2167,39998,86886.12,Lower-Middle,Utilities,Average,668.0,Default Risk,4947550.75,The service is excellent,No_Complaint,USSD,Enugu,Night,0.5719,Positive,3,General_Feedback,1,1,2,3,2,1,-1,0,2,0,Segment 0
2168,43297,37053.3,Middle,Utilities,Average,763.0,Active Loan,0.0,The service is excellent,General Feedback,Web,Kano,Afternoon,0.5719,Positive,3,General_Feedback,2,1,1,0,3,1,-1,0,1,0,Segment 0
2169,60315,182099.35,Middle,Utilities,Poor,722.0,No Loan,0.0,Payment failed multiple times,No_Complaint,POS,Kaduna,Night,-0.5106,Negative,1,Loan_Concerns,2,0,0,3,1,1,23,0,1,0,Segment 0
2170,11968,199220.52,Lower-Middle,Utilities,Poor,532.0,No Loan,0.0,Charges are confusing and unclear,Loan Issue,Mobile App,Kano,Afternoon,-0.6124,Negative,3,General_Feedback,1,0,0,0,0,0,-1,1,1,1,Digital-First
2171,47507,64737.62,Middle,Health,Poor,729.0,No Loan,0.0,The interface is confusing,Technical Issue,Mobile App,Kaduna,Evening,-0.2263,Negative,3,General_Feedback,2,0,0,1,0,3,-1,0,1,0,Segment 0
2172,43297,131761.67,Low,Education,Average,850.0,No Loan,3535166.11,Very satisfied with the platform,No_Complaint,POS,Enugu,Evening,0.4754,Positive,3,General_Feedback,0,1,0,1,1,1,-1,0,2,0,Segment 0
2173,38436,89959.0,Middle,Health,Average,431.0,No Loan,1420084.87,App keeps crashing during payments,Charges Issue,Mobile App,Abuja,Afternoon,0.0,Neutral,2,Charges_Complaints,2,1,0,0,0,1,-1,0,1,0,Segment 0
2174,63078,183074.8,Low,Transport,Good,628.0,No Loan,0.0,The service is excellent,Technical Issue,USSD,Ibadan,Evening,0.5719,Positive,3,General_Feedback,0,2,0,1,2,3,-1,0,0,0,Segment 0
2175,96734,91914.15,Middle,Education,Average,556.0,No Loan,0.0,Very satisfied with the platform,No_Complaint,POS,Lagos,Evening,0.4754,Positive,3,General_Feedback,2,1,0,1,1,1,-1,0,2,0,Segment 0
2176,54630,96502.65,Lower-Middle,Utilities,Average,707.0,No Loan,4190381.46,Very satisfied with the platform,No_Complaint,Web,Kano,Morning,0.4754,Positive,3,General_Feedback,1,1,0,2,3,1,-1,0,1,0,Segment 0
2177,63005,174986.1,Middle,Groceries,Poor,662.0,No Loan,4068777.61,Very satisfied with the platform,Technical Issue,POS,Port Harcourt,Night,0.4754,Positive,3,General_Feedback,2,0,0,3,1,3,-1,0,1,0,Segment 0
2178,60484,289565.88,Lower-Middle,Education,Average,751.0,Active Loan,0.0,The interface is confusing,General Feedback,Web,Kaduna,Night,-0.2263,Negative,3,General_Feedback,1,1,1,3,3,1,-1,0,1,0,Segment 0
2179,32422,101109.05,Middle,Health,Good,653.0,No Loan,0.0,Transaction was fast and smooth,General Feedback,POS,Ibadan,Afternoon,0.0,Neutral,1,Loan_Concerns,2,2,0,0,1,1,-1,0,1,0,Segment 0
2180,30878,109342.83,Low,Groceries,Average,716.0,No Loan,4122271.1,Customer service is slow to respond,No_Complaint,USSD,Port Harcourt,Evening,0.0,Neutral,3,General_Feedback,0,1,0,1,2,1,-1,0,1,0,Segment 0
2181,69589,131931.45,Low,Rent,Good,463.0,Active Loan,0.0,Transaction was fast and smooth,General Feedback,USSD,Abuja,Night,0.0,Neutral,1,Loan_Concerns,0,2,1,3,2,1,34,0,2,0,Segment 0
2182,96438,185142.21,Lower-Middle,Health,Average,540.0,No Loan,1761846.56,Overall experience is great,No_Complaint,USSD,Ibadan,Afternoon,0.6249,Positive,2,Charges_Complaints,1,1,0,0,2,1,-1,0,1,0,Segment 0
