Transaction_ID,Customer_ID,Monthly_Expenditure,Income_Level,Spending_Category,Saving_Behavior,Credit_Score,Loan_Status,Loan_Amount,Customer_Feedback,Complaint_Type,Transaction_Channel,Location,Time_Of_Day
3026,72656,66591.41,Middle,Education,Poor,670,Active Loan,0,Payment failed multiple times,General Feedback,POS,Enugu,Night
3027,78026,58670.93,Middle,Entertainment,Good,570,No Loan,0,Customer service is slow to respond,Loan Issue,USSD,Enugu,Night
3028,79031,271634.92,Upper-Middle,Savings Deposit,Poor,582,No Loan,0,Overall experience is great,None,Mobile App,Enugu,Night
3029,92879,276579.87,Upper-Middle,Health,Good,655,Active Loan,0,Very satisfied with the platform,Charges Issue,Web,Port Harcourt,Night
3030,44698,147788.19,Middle,Utilities,Poor,758,No Loan,801123.38,Charges are confusing and unclear,Loan Issue,POS,Abuja,Afternoon
3031,98153,221102.7,Upper-Middle,Groceries,Good,471,Active Loan,0,Overall experience is great,Technical Issue,POS,Lagos,Night
3032,52863,117829.84,Upper-Middle,Groceries,Poor,669,Active Loan,2530243.85,App keeps crashing during payments,Charges Issue,Web,Abuja,Night
3033,52430,113566.46,Low,Health,Average,649,No Loan,338413.01,Overall experience is great,General Feedback,Mobile App,Kano,Night
3034,93351,183478.92,Upper-Middle,Rent,Good,461,Active Loan,2367343.78,Payment failed multiple times,General Feedback,USSD,Enugu,Afternoon
3035,90765,193603.55,Low,Entertainment,Average,566,No Loan,3101706.87,App keeps crashing during payments,Charges Issue,Mobile App,Kano,Evening
3036,99958,143588.5,Lower-Middle,Transport,Average,764,No Loan,174773.17,The interface is confusing,Technical Issue,USSD,Kano,Evening
3037,22940,227350.18,Low,Transport,Good,671,No Loan,0,Very satisfied with the platform,General Feedback,POS,Port Harcourt,Morning
3038,79586,237466.37,Low,Entertainment,Poor,675,Default Risk,0,App keeps crashing during payments,General Feedback,USSD,Lagos,Night
3039,70445,208633.11,Low,Utilities,Good,483,No Loan,0,Overall experience is great,Charges Issue,POS,Ibadan,Morning
3040,98757,148709.33,Low,Groceries,Good,687,Default Risk,0,Overall experience is great,None,USSD,Enugu,Morning
3041,54286,252587.58,Low,Transport,Average,559,Active Loan,0,I need better support,General Feedback,USSD,Abuja,Evening
3042,35846,229495.02,Middle,Transport,Good,557,No Loan,2332582.56,Loan process takes too long,None,Web,Port Harcourt,Morning
3043,21365,122954.23,Middle,Entertainment,Average,502,Active Loan,4590280.13,Payment failed multiple times,General Feedback,USSD,Kaduna,Night
3044,60168,164446.37,Low,Entertainment,Poor,692,No Loan,1976874.1,Overall experience is great,Charges Issue,USSD,Ibadan,Morning
3045,73138,163614.4,Middle,Savings Deposit,Average,737,Default Risk,0,Payment failed multiple times,None,POS,Kano,Night
3046,19901,20000,High,Savings Deposit,Average,695,No Loan,0,I need better support,None,USSD,Ibadan,Morning
3047,99681,123128.52,Lower-Middle,Groceries,Poor,611,No Loan,0,Overall experience is great,None,Web,Enugu,Evening
3048,76366,161843.07,Low,Health,Average,551,Active Loan,0,I need better support,None,USSD,Kano,Evening
3049,54650,187641.91,Lower-Middle,Entertainment,Average,644,No Loan,1717739.56,Overall experience is great,None,USSD,Lagos,Morning
3050,71036,216325.74,Middle,Transport,Average,677,No Loan,0,Payment failed multiple times,Technical Issue,POS,Enugu,Morning
3051,62365,175532.76,Middle,Online Shopping,Average,778,Active Loan,465984.65,App keeps crashing during payments,Loan Issue,Web,Abuja,Afternoon
3052,84188,86366.39,Lower-Middle,Health,Poor,768,No Loan,0,Very satisfied with the platform,None,POS,Port Harcourt,Night
3053,82835,140965.74,Low,Rent,Average,645,Active Loan,0,Very satisfied with the platform,None,USSD,Ibadan,Night
3054,24210,259736.24,Upper-Middle,Utilities,Average,598,No Loan,0,I don't understand my loan deductions,None,Web,Ibadan,Afternoon
3055,23740,238033.52,Low,Education,Average,566,Active Loan,630041.31,Transaction was fast and smooth,Charges Issue,USSD,Port Harcourt,Afternoon
3056,53122,130721.26,Upper-Middle,Transport,Poor,632,No Loan,1196947.91,The service is excellent,Charges Issue,POS,Kano,Afternoon
3057,71705,143995.34,Middle,Utilities,Poor,492,No Loan,1703062.11,The service is excellent,None,POS,Abuja,Afternoon
3058,83368,192058.32,High,Entertainment,Poor,543,Active Loan,1353640.35,Charges are confusing and unclear,Loan Issue,USSD,Ibadan,Afternoon
3059,82323,93405.56,Low,Rent,Good,629,No Loan,1658210.76,Loan process takes too long,Charges Issue,USSD,Enugu,Afternoon
3060,28259,156068.33,Upper-Middle,Transport,Average,632,No Loan,1982241.06,Customer service is slow to respond,General Feedback,POS,Lagos,Morning
3061,27494,211560.14,Low,Education,Poor,561,Active Loan,0,Overall experience is great,Technical Issue,USSD,Abuja,Morning
3062,65480,89541.3,Upper-Middle,Rent,Poor,715,Active Loan,0,App keeps crashing during payments,None,Mobile App,Kano,Morning
3063,91512,231825.51,Low,Utilities,Poor,516,No Loan,1178692.7,I need better support,None,Mobile App,Ibadan,Evening
3064,21260,145954.12,Lower-Middle,Savings Deposit,Average,459,No Loan,4276805.31,Very satisfied with the platform,None,USSD,Lagos,Morning
3065,18994,117794.67,Low,Entertainment,Average,721,No Loan,3829575.11,App keeps crashing during payments,General Feedback,POS,Kano,Morning
3066,86577,50438.72,Low,Education,Poor,655,No Loan,1726134.5,Very satisfied with the platform,General Feedback,Mobile App,Ibadan,Morning
3067,20669,172368.81,Low,Online Shopping,Poor,818,Active Loan,2150620.72,App keeps crashing during payments,Technical Issue,Web,Lagos,Night
3068,60028,170004.68,Lower-Middle,Transport,Average,601,No Loan,0,Charges are confusing and unclear,None,Web,Port Harcourt,Night
3069,38043,73933.55,Lower-Middle,Groceries,Poor,634,No Loan,0,Charges are confusing and unclear,Charges Issue,Mobile App,Kaduna,Morning
3070,67279,20000,Upper-Middle,Education,Good,565,Active Loan,0,Loan process takes too long,Loan Issue,POS,Enugu,Afternoon
3071,44265,124599.9,Middle,Groceries,Poor,584,Default Risk,1780431.45,Transaction was fast and smooth,General Feedback,Mobile App,Kano,Morning
3072,90846,60293.46,Low,Education,Good,669,Active Loan,0,Payment failed multiple times,None,POS,Port Harcourt,Afternoon
3073,73833,33116.46,Middle,Online Shopping,Good,643,No Loan,0,Very satisfied with the platform,Technical Issue,USSD,Port Harcourt,Night
3074,31443,148431.36,Lower-Middle,Utilities,Poor,480,No Loan,0,Transaction was fast and smooth,Charges Issue,POS,Enugu,Evening
3075,32715,130696.66,Middle,Entertainment,Poor,650,Active Loan,0,Payment failed multiple times,General Feedback,Mobile App,Kaduna,Afternoon
3076,38796,97056,Low,Savings Deposit,Poor,644,No Loan,0,Payment failed multiple times,General Feedback,POS,Ibadan,Afternoon
3077,60203,87531.46,Middle,Transport,Poor,451,No Loan,576070.44,Loan process takes too long,Technical Issue,USSD,Port Harcourt,Afternoon
3078,11212,168330.34,Middle,Rent,Average,700,No Loan,661836.95,Transaction was fast and smooth,Technical Issue,Web,Abuja,Morning
3079,48179,159223.57,Upper-Middle,Utilities,Good,666,Default Risk,0,Charges are confusing and unclear,None,USSD,Kano,Morning
3080,70158,222086.03,Low,Transport,Average,432,Active Loan,0,I need better support,None,POS,Kaduna,Night
3081,19049,139623.83,Lower-Middle,Utilities,Poor,656,No Loan,1299911.18,Charges are confusing and unclear,None,USSD,Abuja,Afternoon
3082,95269,30350.17,High,Groceries,Good,641,Default Risk,1349287.6,Customer service is slow to respond,Loan Issue,Web,Kano,Morning
3083,31781,107642.3,Middle,Groceries,Average,640,No Loan,2720878.24,I don't understand my loan deductions,Technical Issue,USSD,Kaduna,Evening
3084,71541,90967.03,Middle,Utilities,Poor,659,No Loan,3751432.26,The service is excellent,General Feedback,Web,Port Harcourt,Night
3085,82020,139413.03,Lower-Middle,Utilities,Average,610,No Loan,2175554.81,Loan process takes too long,General Feedback,Mobile App,Ibadan,Evening
3086,81966,67917.12,Lower-Middle,Education,Poor,543,No Loan,0,Charges are confusing and unclear,None,USSD,Kano,Night
3087,61590,66647.09,Upper-Middle,Groceries,Good,614,No Loan,2063779.16,I need better support,Loan Issue,Mobile App,Port Harcourt,Afternoon
3088,27218,73956.91,Middle,Entertainment,Average,741,No Loan,0,Loan process takes too long,None,POS,Abuja,Morning
3089,57967,130373.29,Middle,Savings Deposit,Good,684,Active Loan,3131031.89,Overall experience is great,General Feedback,Mobile App,Enugu,Morning
3090,82771,187757.65,Middle,Savings Deposit,Poor,662,No Loan,2416988.12,Transaction was fast and smooth,None,USSD,Enugu,Evening
3091,39384,123081.3,High,Utilities,Average,557,No Loan,2150247.15,Very satisfied with the platform,General Feedback,Mobile App,Kano,Morning
3092,37077,126709.86,Middle,Savings Deposit,Average,667,No Loan,0,Customer service is slow to respond,General Feedback,POS,Kaduna,Evening
3093,81655,233262.31,Low,Health,Average,686,No Loan,1162777.56,Very satisfied with the platform,Charges Issue,Mobile App,Lagos,Night
3094,47396,227771.21,Middle,Groceries,Average,651,No Loan,4904626.02,Customer service is slow to respond,None,Web,Abuja,Evening
3095,43076,141476.36,Lower-Middle,Groceries,Poor,442,Active Loan,0,Payment failed multiple times,General Feedback,Web,Port Harcourt,Morning
3096,34039,98959.88,Middle,Transport,Good,562,Active Loan,4693957.61,App keeps crashing during payments,Charges Issue,Web,Port Harcourt,Evening
3097,58243,190743.46,Upper-Middle,Rent,Good,709,Active Loan,0,Charges are confusing and unclear,General Feedback,USSD,Kano,Night
3098,92223,150206.26,Middle,Utilities,Good,488,No Loan,4217957.07,Very satisfied with the platform,None,POS,Lagos,Night
3099,54679,230387.45,Middle,Rent,Poor,567,Default Risk,2275502.19,Loan process takes too long,None,Mobile App,Kaduna,Morning
3100,66159,168188.11,Middle,Rent,Good,502,No Loan,0,Overall experience is great,General Feedback,Mobile App,Enugu,Evening
3101,11095,109332.08,High,Entertainment,Average,563,No Loan,0,App keeps crashing during payments,General Feedback,USSD,Abuja,Morning
3102,89522,110454.89,Middle,Health,Good,831,Active Loan,0,I don't understand my loan deductions,General Feedback,Mobile App,Port Harcourt,Afternoon
3103,27491,201975.63,Low,Transport,Good,533,Active Loan,0,I don't understand my loan deductions,None,USSD,Abuja,Morning
3104,56074,124896.2,Low,Education,Average,630,No Loan,0,I need better support,None,POS,Ibadan,Afternoon
3105,45585,99464.53,Low,Online Shopping,Poor,514,Active Loan,0,I don't understand my loan deductions,Charges Issue,USSD,Kano,Night
3106,24395,258042.15,Upper-Middle,Education,Good,717,Active Loan,1636386.77,Customer service is slow to respond,Charges Issue,POS,Lagos,Morning
3107,94175,81990.08,Middle,Rent,Poor,805,No Loan,0,Overall experience is great,General Feedback,Mobile App,Port Harcourt,Morning
3108,62015,71869.56,Lower-Middle,Online Shopping,Average,695,No Loan,4916696.58,The service is excellent,Loan Issue,Mobile App,Kaduna,Afternoon
3109,85781,176285.31,Upper-Middle,Savings Deposit,Average,628,Active Loan,0,Charges are confusing and unclear,None,POS,Enugu,Evening
3110,18442,121217.07,Low,Utilities,Good,691,No Loan,0,The interface is confusing,Charges Issue,Mobile App,Abuja,Evening
3111,53661,169955.35,Middle,Groceries,Average,638,No Loan,0,Payment failed multiple times,Technical Issue,USSD,Lagos,Morning
3112,32593,130302,Lower-Middle,Savings Deposit,Good,813,Active Loan,0,Charges are confusing and unclear,None,Web,Kaduna,Evening
3113,60675,158576.28,Lower-Middle,Utilities,Average,594,Active Loan,0,Overall experience is great,Loan Issue,Web,Kaduna,Evening
3114,21245,146726.23,Low,Savings Deposit,Average,798,No Loan,0,The service is excellent,None,USSD,Kano,Night
3115,72105,115005.06,Lower-Middle,Savings Deposit,Good,678,Active Loan,0,Charges are confusing and unclear,Technical Issue,POS,Kaduna,Night
3116,92205,195259.17,Lower-Middle,Entertainment,Good,614,Active Loan,0,Overall experience is great,None,POS,Abuja,Evening
3117,79262,132388.61,Lower-Middle,Entertainment,Average,567,No Loan,2713327.8,Charges are confusing and unclear,General Feedback,Web,Kano,Morning
3118,36980,156286.65,Lower-Middle,Groceries,Good,612,No Loan,3917772.14,Charges are confusing and unclear,None,POS,Enugu,Evening
3119,21401,178345.67,High,Education,Average,504,Active Loan,0,Charges are confusing and unclear,Technical Issue,USSD,Port Harcourt,Night
3120,62410,109367.92,Lower-Middle,Utilities,Average,590,Active Loan,2227363.46,The interface is confusing,General Feedback,USSD,Enugu,Afternoon
3121,58335,147478.35,Lower-Middle,Groceries,Average,641,No Loan,0,Loan process takes too long,Technical Issue,USSD,Enugu,Afternoon
3122,70909,210846.82,Low,Utilities,Average,664,No Loan,3492418.55,App keeps crashing during payments,Technical Issue,Web,Enugu,Evening
3123,77066,145132.1,Upper-Middle,Health,Average,540,No Loan,0,The service is excellent,Charges Issue,POS,Abuja,Morning
3124,46449,177970.43,Lower-Middle,Savings Deposit,Good,732,Active Loan,0,App keeps crashing during payments,Charges Issue,POS,Port Harcourt,Night
3125,29851,139163.29,Upper-Middle,Health,Average,507,No Loan,0,I need better support,None,Web,Abuja,Evening
3126,80357,176148.93,Middle,Online Shopping,Average,646,No Loan,0,The service is excellent,None,USSD,Enugu,Night
3127,14200,118028.7,Low,Online Shopping,Poor,683,Active Loan,0,Very satisfied with the platform,Loan Issue,Mobile App,Kano,Evening
3128,75138,151477.5,Middle,Savings Deposit,Average,581,No Loan,0,Charges are confusing and unclear,Technical Issue,POS,Lagos,Evening
3129,20921,205043.45,Middle,Savings Deposit,Good,653,Default Risk,4013391.99,I need better support,General Feedback,USSD,Lagos,Evening
3130,25176,230358.51,Middle,Transport,Average,541,Active Loan,0,App keeps crashing during payments,None,Web,Ibadan,Evening
3131,32017,139777.4,Lower-Middle,Savings Deposit,Good,680,No Loan,0,I need better support,Technical Issue,Web,Ibadan,Night
3132,81345,145900.25,Lower-Middle,Transport,Poor,554,No Loan,3893305.27,Transaction was fast and smooth,None,POS,Ibadan,Night
3133,55747,144894.63,Upper-Middle,Entertainment,Good,648,Active Loan,1979870.45,Customer service is slow to respond,Technical Issue,Web,Port Harcourt,Evening
3134,80877,195692.26,Upper-Middle,Savings Deposit,Good,768,Active Loan,4906302.72,The interface is confusing,Technical Issue,USSD,Enugu,Evening
3135,81810,36093.59,Low,Transport,Good,651,Active Loan,1259681.03,Charges are confusing and unclear,Technical Issue,POS,Lagos,Evening
3136,30661,225131.42,Upper-Middle,Education,Poor,582,Default Risk,0,Transaction was fast and smooth,None,POS,Lagos,Morning
3137,28885,76404.26,Middle,Groceries,Average,527,Active Loan,2335400.02,Payment failed multiple times,Charges Issue,POS,Lagos,Night
3138,53626,122209.9,Lower-Middle,Groceries,Poor,541,No Loan,4636466.3,Customer service is slow to respond,Technical Issue,POS,Ibadan,Afternoon
3139,32154,207621.75,Middle,Groceries,Good,463,No Loan,0,The interface is confusing,None,Mobile App,Port Harcourt,Afternoon
3140,97057,149303.98,Lower-Middle,Transport,Average,674,Active Loan,0,Loan process takes too long,General Feedback,POS,Enugu,Morning
3141,56153,152665.36,Upper-Middle,Utilities,Good,610,No Loan,0,Customer service is slow to respond,Charges Issue,Mobile App,Kano,Afternoon
3142,14102,160170.92,Middle,Education,Poor,742,No Loan,0,App keeps crashing during payments,General Feedback,POS,Enugu,Night
3143,30538,167149.2,Low,Online Shopping,Good,664,Active Loan,0,Customer service is slow to respond,Technical Issue,POS,Kano,Night
3144,67912,135520.36,Middle,Entertainment,Good,560,No Loan,0,App keeps crashing during payments,None,Mobile App,Ibadan,Evening
3145,86056,141402.43,Middle,Health,Average,583,Active Loan,0,Payment failed multiple times,Loan Issue,Mobile App,Port Harcourt,Evening
3146,57114,219474.19,Middle,Groceries,Poor,710,Active Loan,0,Transaction was fast and smooth,Charges Issue,Web,Ibadan,Night
3147,31647,215710.69,Upper-Middle,Online Shopping,Average,637,No Loan,1261144.05,The interface is confusing,Loan Issue,USSD,Ibadan,Night
3148,26959,287424.04,Upper-Middle,Online Shopping,Poor,618,Active Loan,0,Overall experience is great,None,Mobile App,Ibadan,Morning
3149,85818,239787.42,Low,Utilities,Poor,747,No Loan,0,The interface is confusing,Technical Issue,Web,Lagos,Evening
3150,50457,190998.7,Middle,Rent,Average,670,No Loan,0,Transaction was fast and smooth,None,USSD,Abuja,Afternoon
3151,86039,200970.42,High,Entertainment,Average,573,Active Loan,0,Loan process takes too long,Loan Issue,Mobile App,Lagos,Night
3152,46634,184854.74,Low,Rent,Average,575,No Loan,2780228.97,The service is excellent,None,Web,Lagos,Evening
3153,88571,160543.53,Low,Education,Poor,634,Active Loan,0,Customer service is slow to respond,None,Mobile App,Port Harcourt,Afternoon
3154,46498,75605.51,Low,Rent,Average,664,No Loan,0,Overall experience is great,Charges Issue,Mobile App,Lagos,Night
3155,82095,169559.11,Middle,Health,Poor,638,Active Loan,0,Payment failed multiple times,None,POS,Kano,Afternoon
3156,87747,109785.47,Middle,Transport,Average,526,Active Loan,4775263.81,Very satisfied with the platform,Loan Issue,Mobile App,Lagos,Morning
3157,48858,178773.82,Upper-Middle,Education,Average,705,No Loan,0,Loan process takes too long,Technical Issue,Mobile App,Kaduna,Night
3158,71209,206052.37,Lower-Middle,Groceries,Average,446,No Loan,0,Very satisfied with the platform,Loan Issue,USSD,Kano,Morning
3159,10636,57547.66,Low,Savings Deposit,Average,604,No Loan,2222710.43,The service is excellent,Loan Issue,POS,Abuja,Morning
3160,92275,202499.43,Middle,Utilities,Poor,656,No Loan,0,Charges are confusing and unclear,None,USSD,Kano,Night
3161,70641,138055.2,Middle,Education,Good,760,No Loan,0,I don't understand my loan deductions,None,Web,Kano,Morning
3162,85794,205192.36,Upper-Middle,Groceries,Average,600,No Loan,0,App keeps crashing during payments,Technical Issue,Web,Abuja,Night
3163,66132,199741.4,Low,Rent,Good,589,Active Loan,2729618.51,Loan process takes too long,None,Mobile App,Kano,Afternoon
3164,77663,94362.91,Lower-Middle,Groceries,Good,534,No Loan,4490150.01,I need better support,Charges Issue,USSD,Abuja,Morning
3165,54542,124976.64,Middle,Rent,Average,613,No Loan,0,The interface is confusing,Technical Issue,Mobile App,Lagos,Afternoon
3166,23250,177175.93,Middle,Education,Average,510,Active Loan,0,Very satisfied with the platform,None,POS,Lagos,Night
3167,85892,64333.43,Lower-Middle,Online Shopping,Good,541,No Loan,0,Transaction was fast and smooth,None,Web,Ibadan,Afternoon
3168,12391,140661.44,Low,Savings Deposit,Poor,679,No Loan,3006101.36,Loan process takes too long,Technical Issue,Web,Port Harcourt,Night
3169,32110,234890.19,Lower-Middle,Education,Good,671,Default Risk,4025408.36,Loan process takes too long,Technical Issue,Web,Ibadan,Afternoon
3170,91831,206134.18,Upper-Middle,Rent,Good,595,No Loan,0,I don't understand my loan deductions,None,POS,Kaduna,Morning
3171,52745,244832.84,Middle,Health,Good,553,No Loan,3105659.95,Very satisfied with the platform,None,USSD,Enugu,Afternoon
3172,21828,116853.12,Middle,Groceries,Average,515,Active Loan,0,I need better support,General Feedback,USSD,Enugu,Morning
3173,43776,106738.45,Low,Savings Deposit,Average,514,No Loan,0,Overall experience is great,Technical Issue,Mobile App,Lagos,Evening
3174,35622,178945.75,Middle,Entertainment,Average,719,Default Risk,4217569.37,Transaction was fast and smooth,General Feedback,Web,Port Harcourt,Evening
3175,79722,115866,Low,Savings Deposit,Good,563,No Loan,0,The service is excellent,Technical Issue,Web,Kaduna,Evening
3176,20486,78540.36,Lower-Middle,Education,Good,725,Active Loan,0,Payment failed multiple times,Charges Issue,Web,Ibadan,Afternoon
3177,14956,228990.94,Middle,Rent,Poor,605,No Loan,0,I need better support,Technical Issue,Web,Ibadan,Morning
3178,95831,209470.29,Low,Education,Average,611,No Loan,3949518.06,Payment failed multiple times,General Feedback,Mobile App,Abuja,Evening
3179,33030,138640.14,Low,Rent,Good,713,Active Loan,0,Charges are confusing and unclear,None,POS,Enugu,Evening
3180,64510,180461.5,Lower-Middle,Groceries,Poor,602,No Loan,0,I need better support,None,Web,Enugu,Evening
3181,15784,247618.71,Lower-Middle,Education,Good,632,No Loan,2597568.26,Loan process takes too long,Technical Issue,POS,Kaduna,Morning
3182,35536,104442.29,Middle,Groceries,Average,753,No Loan,0,App keeps crashing during payments,None,POS,Kano,Evening
3183,63885,235348.65,Upper-Middle,Utilities,Good,627,Active Loan,0,I don't understand my loan deductions,None,POS,Lagos,Evening
3184,35862,85930.7,Low,Entertainment,Good,697,No Loan,4875898.29,Customer service is slow to respond,General Feedback,USSD,Enugu,Evening
3185,79455,82087.17,Upper-Middle,Groceries,Poor,549,Default Risk,0,The service is excellent,General Feedback,Mobile App,Kano,Evening
3186,32577,160995.66,Low,Utilities,Good,628,No Loan,0,I don't understand my loan deductions,None,USSD,Kano,Evening
3187,17897,121321.59,Low,Transport,Good,740,Active Loan,1480834.62,Payment failed multiple times,General Feedback,Web,Port Harcourt,Night
3188,47157,144612.05,Lower-Middle,Savings Deposit,Poor,438,No Loan,0,The service is excellent,Charges Issue,Web,Ibadan,Afternoon
3189,97921,135506.82,Middle,Education,Average,658,No Loan,0,The interface is confusing,Technical Issue,Web,Lagos,Night
3190,99144,207365.15,Upper-Middle,Rent,Poor,722,No Loan,4673193.87,I need better support,General Feedback,POS,Port Harcourt,Afternoon
3191,26533,124572.35,High,Utilities,Average,500,No Loan,0,Payment failed multiple times,Technical Issue,Mobile App,Lagos,Morning
3192,70404,75026.6,Low,Transport,Poor,718,No Loan,0,Transaction was fast and smooth,General Feedback,Web,Kano,Afternoon
3193,29239,143541.91,Middle,Groceries,Good,592,Active Loan,0,Payment failed multiple times,None,Web,Abuja,Afternoon
3194,37485,294155.38,Middle,Transport,Average,633,Active Loan,3272887.28,The service is excellent,General Feedback,POS,Ibadan,Afternoon
3195,44331,81393.67,Lower-Middle,Transport,Average,620,Active Loan,4842798.79,Transaction was fast and smooth,Charges Issue,USSD,Kaduna,Evening
3196,52253,159534.93,Lower-Middle,Online Shopping,Poor,651,No Loan,560146.76,Loan process takes too long,General Feedback,Web,Enugu,Afternoon
3197,87360,73691.76,Lower-Middle,Utilities,Good,709,No Loan,0,Overall experience is great,None,USSD,Lagos,Morning
3198,50511,57066.07,Lower-Middle,Savings Deposit,Good,508,Active Loan,1818875.51,Very satisfied with the platform,General Feedback,USSD,Kaduna,Evening
3199,82982,112834.62,Middle,Entertainment,Good,706,Active Loan,0,Very satisfied with the platform,None,POS,Abuja,Night
3200,22738,200460.27,Low,Entertainment,Good,550,No Loan,1228126.17,Customer service is slow to respond,General Feedback,USSD,Abuja,Afternoon
3201,14032,232446.49,Low,Savings Deposit,Average,691,No Loan,0,App keeps crashing during payments,None,Mobile App,Abuja,Afternoon
3202,68097,156002.42,Middle,Groceries,Poor,587,Default Risk,0,Transaction was fast and smooth,None,USSD,Port Harcourt,Night
3203,42732,140732.22,High,Rent,Good,591,Active Loan,0,Payment failed multiple times,None,USSD,Kaduna,Afternoon
3204,16322,180948.41,Upper-Middle,Savings Deposit,Average,638,No Loan,0,Very satisfied with the platform,General Feedback,POS,Enugu,Morning
3205,84541,114146.19,Middle,Rent,Poor,649,No Loan,0,App keeps crashing during payments,Loan Issue,Web,Ibadan,Morning
3206,65717,142987.16,Lower-Middle,Education,Good,704,Active Loan,0,App keeps crashing during payments,General Feedback,Web,Port Harcourt,Afternoon
3207,44110,192976.09,Low,Savings Deposit,Good,679,No Loan,3407872.41,Customer service is slow to respond,Technical Issue,Mobile App,Kaduna,Night
3208,92721,54616.4,Middle,Rent,Poor,630,Active Loan,0,Very satisfied with the platform,None,USSD,Lagos,Morning
3209,59546,115093.22,Upper-Middle,Education,Good,484,Active Loan,3915651.77,I don't understand my loan deductions,None,POS,Ibadan,Evening
3210,96649,139134.91,High,Health,Good,592,Default Risk,0,Overall experience is great,None,POS,Lagos,Evening
3211,27298,177330.5,Middle,Rent,Poor,760,No Loan,4354031.18,Loan process takes too long,General Feedback,Web,Kano,Evening
3212,16466,52930.38,Low,Education,Average,640,Active Loan,0,App keeps crashing during payments,General Feedback,Mobile App,Kaduna,Night
3213,18187,41012.14,Upper-Middle,Education,Good,718,No Loan,0,The service is excellent,General Feedback,POS,Abuja,Evening
3214,37568,25987.49,Middle,Utilities,Good,693,Default Risk,1821452.07,The interface is confusing,Charges Issue,Web,Abuja,Evening
3215,89922,101504.75,Low,Education,Average,638,No Loan,0,The interface is confusing,Loan Issue,POS,Lagos,Evening
3216,18424,193589.63,Middle,Utilities,Average,516,No Loan,4965732.63,I don't understand my loan deductions,Technical Issue,Mobile App,Enugu,Afternoon
3217,30876,177057.38,Middle,Education,Average,587,Active Loan,0,I need better support,General Feedback,Web,Lagos,Night
3218,29447,203244.1,Middle,Transport,Average,550,Active Loan,0,Transaction was fast and smooth,General Feedback,USSD,Port Harcourt,Afternoon
3219,72058,139862.63,Middle,Entertainment,Good,676,No Loan,0,I need better support,Loan Issue,Mobile App,Port Harcourt,Night
3220,21842,140227.6,Middle,Online Shopping,Poor,718,No Loan,950629.65,Transaction was fast and smooth,Technical Issue,USSD,Port Harcourt,Evening
3221,24948,141778.32,Upper-Middle,Health,Poor,576,Active Loan,0,The service is excellent,None,Web,Abuja,Night
3222,76528,121171.99,Lower-Middle,Groceries,Poor,577,Active Loan,4890700.27,Transaction was fast and smooth,Charges Issue,POS,Ibadan,Morning
3223,39320,302117.43,Lower-Middle,Utilities,Poor,663,Active Loan,4665719.83,The service is excellent,None,POS,Lagos,Morning
3224,34271,173119.28,Low,Online Shopping,Poor,634,No Loan,0,Loan process takes too long,Loan Issue,Mobile App,Enugu,Morning
3225,29197,98381.86,Upper-Middle,Online Shopping,Average,544,Active Loan,0,App keeps crashing during payments,General Feedback,USSD,Kaduna,Night
3226,42553,137231.28,Low,Utilities,Average,647,Default Risk,0,The service is excellent,General Feedback,Mobile App,Abuja,Afternoon
3227,12187,204483.71,Lower-Middle,Utilities,Average,674,Active Loan,4662993.21,Customer service is slow to respond,Charges Issue,POS,Lagos,Afternoon
3228,70822,34196.72,Upper-Middle,Groceries,Good,649,No Loan,1804738.17,Loan process takes too long,None,USSD,Abuja,Afternoon
3229,15155,134089.66,High,Transport,Average,505,No Loan,1417926.92,Customer service is slow to respond,None,POS,Lagos,Night
3230,20531,216690.06,Low,Groceries,Average,521,Active Loan,0,Charges are confusing and unclear,General Feedback,Mobile App,Port Harcourt,Evening
3231,90082,186325.27,Low,Education,Average,586,No Loan,3154934.52,Very satisfied with the platform,Charges Issue,Web,Port Harcourt,Afternoon
3232,72023,122739.23,Lower-Middle,Groceries,Poor,787,Active Loan,0,The service is excellent,Loan Issue,Mobile App,Enugu,Morning
3233,75493,201966.47,Upper-Middle,Entertainment,Poor,796,Active Loan,0,App keeps crashing during payments,Technical Issue,POS,Port Harcourt,Night
3234,51826,143659.02,Lower-Middle,Online Shopping,Good,787,Active Loan,172824.16,The service is excellent,None,POS,Enugu,Evening
3235,42716,91229.75,Lower-Middle,Groceries,Good,434,Active Loan,0,The interface is confusing,None,POS,Enugu,Night
3236,35151,137956.35,Lower-Middle,Groceries,Poor,506,No Loan,0,Transaction was fast and smooth,Charges Issue,Mobile App,Kaduna,Night
3237,47047,229460.27,Middle,Transport,Good,652,Active Loan,0,Transaction was fast and smooth,None,Web,Port Harcourt,Afternoon
3238,38958,177049.34,Lower-Middle,Education,Poor,699,No Loan,0,The interface is confusing,Technical Issue,USSD,Kano,Afternoon
3239,61270,148617.81,Upper-Middle,Online Shopping,Average,640,Active Loan,971870.76,Transaction was fast and smooth,None,POS,Lagos,Evening
3240,48860,59236.69,Low,Savings Deposit,Average,616,Default Risk,410500.46,Charges are confusing and unclear,None,POS,Kano,Afternoon
3241,46230,129176.94,Lower-Middle,Health,Poor,628,No Loan,0,The interface is confusing,None,Web,Kano,Morning
3242,55671,197188.58,Upper-Middle,Entertainment,Poor,584,Active Loan,2672142.84,Very satisfied with the platform,Technical Issue,POS,Lagos,Night
